months_as_customer,age,policy_number,policy_bind_date,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital.gains,capital.loss,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported
499,57,447464,1998-01-28,IL,500/1000,2000,888.77,5000000.0,440061,MALE,College,transport-moving,chess,unmarried,0,0,2015-02-04,Multi-vehicle Collision,Side Collision,Minor Damage,Police,SC,Northbend,6738 Francis Hwy,12,4,?,0,0,YES,63700.0,3440,7100,39200,Suburu,Forrestor,2008,N
237,39,730493,1996-12-21,IN,500/1000,1000,1142.59,0.0,420178,MALE,Masters,machine-op-inspct,golf,not-in-family,0,36559,2015-02-23,Multi-vehicle Collision,Side Collision,Total Loss,Police,SC,Springfield,7846 Andromedia Drive,17,3,YES,0,2,YES,85840.0,21800,11400,54900,Toyota,Camry,1997,N
278,40,435600,2009-11-29,IN,250/500,500,1916.19,8000000.0,425073,MALE,MD,adm-clerical,movies,unmarried,9662,32101,2015-01-16,Multi-vehicle Collision,Side Collision,Total Loss,Fire,WV,Columbus,1087 Flute Drive,2,2,?,0,3,YES,15900.0,3470,10200,29560,Jeep,Grand Cherokee,2000,N
80,30,666923,1998-05-05,IL,250/500,2000,1536.69,2000000.0,424552,FEMALE,JD,protective-serv,base-jumping,other-relative,0,56364,2015-01-23,Single Vehicle Collision,Side Collision,Total Loss,Fire,NC,Northbend,2654 Embaracadero St,0,1,?,1,2,NO,71900.0,13600,10200,46100,Audi,A3,2015,N
106,28,5715,2004-06-14,OH,250/500,1000,1181.67,5000000.0,495916,FEMALE,MD,sales,kayaking,own-child,20588,10419,2015-01-12,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NC,Columbus,2253 Maple Ave,21,5,YES,0,0,?,85840.0,3030,9450,45200,Jeep,Grand Cherokee,1995,N
151,46,459305,1997-06-18,IN,250/500,2000,1266.54,0.0,510758,MALE,High School,protective-serv,reading,not-in-family,0,0,2015-02-26,Vehicle Theft,?,Minor Damage,,WV,Hillsdale,9322 Rock Hwy,4,1,NO,1,1,YES,29620.0,5690,10520,4170,Volkswagen,Jetta,2008,N
171,46,516197,1996-11-03,IN,250/500,500,1359.63,3000000.0,581858,FEMALE,Masters,exec-managerial,reading,wife,10664,69261,2015-01-01,Parked Car,?,Minor Damage,Police,NY,Springfield,2832 Andromedia Lane,16,2,YES,1,1,?,9160.0,0,0,3200,Accura,RSX,2010,N
307,58,466039,1991-07-20,IL,250/500,500,1188.74,1000000.0,485043,MALE,Masters,priv-house-serv,dancing,wife,0,13741,2015-02-03,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,Springfield,2509 Rock Drive,12,2,NO,2,0,YES,74190.0,5750,9800,51700,Dodge,Neon,1993,N
63,18,478565,2007-10-25,IN,250/500,1000,1351.32,0.0,592449,FEMALE,JD,handlers-cleaners,movies,husband,43238,0,2015-02-13,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,SC,Northbrook,3982 Washington Hwy,6,1,YES,1,2,YES,65200.0,9710,11020,53660,Ford,Escape,2014,Y
198,24,429276,2007-12-16,IN,100/300,2000,1770.97,1000000.0,510860,FEMALE,College,handlers-cleaners,board-games,husband,0,0,2015-02-20,Multi-vehicle Collision,Front Collision,Minor Damage,Police,NY,Springfield,6158 Sky Ridge,6,2,YES,2,1,NO,53400.0,11860,16970,34440,Jeep,Wrangler,2014,N
159,45,1054649,1992-10-14,OH,250/500,1000,553.84,0.0,568873,FEMALE,College,other-service,paintball,not-in-family,0,0,2015-02-23,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,WV,Northbrook,8906 Elm Lane,14,2,NO,0,1,?,73800.0,22800,2700,45900,Mercedes,E400,2009,N
98,31,420471,1994-10-12,OH,250/500,2000,1866.02,0.0,369666,MALE,High School,exec-managerial,paintball,husband,5351,74737,2015-02-19,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,NC,Arlington,3087 Oak Hwy,4,4,NO,1,1,NO,63950.0,7010,6370,33400,Accura,MDX,2009,N
171,29,56105,1991-12-25,IL,500/1000,1000,1079.07,0.0,506256,MALE,Masters,farming-fishing,cross-fit,not-in-family,21447,0,2015-01-03,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,WV,Arlington,6492 4th Lane,8,1,NO,1,1,?,81430.0,2300,5960,56270,BMW,X5,2008,N
183,37,489329,2004-07-22,IN,500/1000,500,1436.91,0.0,558596,FEMALE,MD,machine-op-inspct,kayaking,other-relative,3609,9191,2015-01-01,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,NY,Columbus,8667 Weaver Lane,13,3,?,2,0,NO,63350.0,15840,18000,80300,Chevrolet,Malibu,2009,N
539,69,426688,2005-03-31,IL,100/300,2000,1440.67,2000000.0,439005,FEMALE,PhD,tech-support,hiking,own-child,58115,21580,2015-02-04,Multi-vehicle Collision,Front Collision,Major Damage,Police,SC,Arlington,5997 Embaracadero Drive,16,4,NO,2,1,?,14400.0,6100,2580,25680,Suburu,Impreza,2013,Y
267,44,314102,2000-11-15,IL,100/300,1000,1023.79,1000000.0,626337,FEMALE,MD,tech-support,kayaking,wife,0,0,2015-02-14,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,SC,Northbrook,6848 Elm Hwy,9,1,NO,0,0,?,109700.0,12200,9900,69100,Ford,F150,2006,N
120,36,1109447,2011-02-01,IL,500/1000,500,1255.23,0.0,528651,MALE,High School,sales,dancing,wife,0,13244,2015-01-21,Single Vehicle Collision,Side Collision,Minor Damage,Fire,NY,Columbus,7756 Pine Hwy,23,1,YES,2,3,?,102470.0,17600,19000,64040,Mercedes,ML350,1997,N
182,55,355332,2013-02-04,IL,100/300,1000,1095.74,0.0,611181,FEMALE,College,sales,dancing,wife,0,11716,2015-02-27,Single Vehicle Collision,Side Collision,Minor Damage,Police,PA,Springfield,3171 Andromedia Lane,9,1,NO,1,3,YES,44610.0,960,3400,47600,Nissan,Pathfinder,2015,N
157,58,639416,1991-08-17,OH,100/300,2000,1603.73,0.0,455067,MALE,MD,other-service,dancing,wife,64886,0,2015-02-17,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,Springfield,7954 Tree Ridge,3,2,?,2,2,NO,88960.0,14000,4560,45150,BMW,M5,2009,N
351,46,1047454,2013-05-01,IL,500/1000,2000,1828.25,3000000.0,606637,MALE,JD,craft-repair,yachting,other-relative,0,15709,2015-01-13,Single Vehicle Collision,Side Collision,Major Damage,Other,NC,Hillsdale,5663 Oak Lane,12,1,?,0,4,?,48900.0,13700,7600,28800,Chevrolet,Tahoe,2010,Y
25,34,464642,2005-09-29,OH,250/500,2000,1672.98,0.0,520999,MALE,PhD,exec-managerial,basketball,unmarried,79513,77425,2015-02-09,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,WV,Northbend,4965 MLK Drive,15,1,?,1,1,?,79190.0,13500,8400,63170,BMW,3 Series,2011,N
185,29,925641,2007-04-28,OH,250/500,2000,1324.09,0.0,433515,FEMALE,MD,priv-house-serv,basketball,own-child,0,0,2015-02-13,Multi-vehicle Collision,Side Collision,Major Damage,Police,WV,Riverwood,2617 Andromedia Drive,4,3,?,0,4,YES,83790.0,14080,12200,45400,Ford,Escape,2007,N
221,45,638904,1997-07-04,OH,500/1000,2000,1111.98,5000000.0,539628,FEMALE,Masters,exec-managerial,video-games,wife,7313,0,2015-01-03,Vehicle Theft,?,Trivial Damage,,NC,Northbrook,7098 Lincoln Hwy,12,1,?,3,2,?,10420.0,0,1200,8200,Accura,TL,2005,N
301,36,199353,1997-01-18,IL,250/500,1000,1215.91,4000000.0,399042,FEMALE,JD,exec-managerial,paintball,own-child,0,82591,2015-02-24,Single Vehicle Collision,Side Collision,Minor Damage,Other,NY,Springfield,6889 Cherokee St,5,1,NO,3,1,?,89000.0,19100,17900,84800,BMW,X5,1993,N
443,61,911381,2002-04-30,OH,250/500,2000,1212.0,8000000.0,494551,MALE,PhD,tech-support,sleeping,other-relative,0,0,2015-01-10,Single Vehicle Collision,Rear Collision,Major Damage,Police,WV,Riverwood,3658 Rock Drive,1,2,?,0,2,?,59360.0,11900,3700,42930,BMW,X5,1991,Y
4,3,551643,1993-01-28,IN,500/1000,1000,1072.48,4000000.0,427093,MALE,JD,farming-fishing,polo,not-in-family,6797,21687,2015-02-14,Single Vehicle Collision,Rear Collision,Major Damage,Police,SC,Northbend,4782 Sky Lane,21,1,YES,0,1,YES,103600.0,12300,8790,76140,Suburu,Legacy,2006,Y
135,26,1036106,2005-04-07,IN,250/500,2000,1668.84,1000000.0,611832,FEMALE,High School,sales,video-games,other-relative,50226,0,2015-01-20,Single Vehicle Collision,Front Collision,Major Damage,Police,WV,Northbrook,7223 Embaracadero St,15,2,YES,1,4,?,63190.0,8900,12910,67540,BMW,X5,2009,Y
171,44,384411,2011-08-15,OH,100/300,500,1150.7,0.0,480327,FEMALE,Associate,prof-specialty,sleeping,own-child,30069,0,2015-02-20,Multi-vehicle Collision,Side Collision,Major Damage,Other,SC,Hillsdale,8006 Maple Hwy,13,3,?,1,3,?,75490.0,9500,5200,33220,Audi,A3,2004,Y
154,19,519779,1992-04-04,IL,100/300,1000,1390.93,0.0,446929,MALE,High School,farming-fishing,video-games,wife,0,0,2015-01-09,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NY,Hillsdale,8353 Britain Ridge,2,3,NO,2,1,?,85300.0,5700,11710,45160,Suburu,Impreza,2012,N
249,26,489406,1997-08-05,IN,250/500,2000,1223.12,1000000.0,639814,MALE,High School,transport-moving,video-games,other-relative,0,0,2015-02-06,Multi-vehicle Collision,Rear Collision,Major Damage,Other,PA,Northbend,1133 Apache St,17,3,NO,0,0,?,61460.0,8450,24200,58320,Accura,TL,2005,N
31,35,423367,1993-10-29,IN,500/1000,1000,1354.04,2000000.0,493364,MALE,Associate,protective-serv,reading,other-relative,0,103731,2015-01-31,Single Vehicle Collision,Side Collision,Major Damage,Other,NY,Springfield,6250 1st Ridge,12,1,YES,1,0,YES,36700.0,8000,9500,53460,Suburu,Forrestor,2005,Y
298,43,1005165,2001-09-25,IN,100/300,1000,1645.09,2000000.0,504105,FEMALE,PhD,craft-repair,camping,own-child,0,0,2015-01-21,Single Vehicle Collision,Side Collision,Minor Damage,Other,NC,Northbend,9066 Best Ridge,4,1,YES,2,3,YES,46800.0,14310,800,34680,Saab,95,2014,N
240,40,274764,2014-08-17,OH,250/500,1000,1590.05,1000000.0,461050,MALE,PhD,machine-op-inspct,movies,not-in-family,0,59784,2015-02-27,Parked Car,?,Minor Damage,Police,VA,Northbend,5821 2nd St,6,1,NO,0,1,YES,13400.0,0,0,4870,Ford,F150,2010,N
273,59,836484,1999-07-31,OH,500/1000,2000,971.3,0.0,382985,FEMALE,Associate,adm-clerical,hiking,own-child,0,47953,2015-01-31,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,VA,Northbend,2777 Solo Drive,14,1,NO,1,0,YES,86100.0,1060,9600,29600,Toyota,Highlander,1999,N
212,39,817100,2005-08-23,IN,250/500,1000,1331.04,0.0,464561,MALE,High School,prof-specialty,camping,husband,0,7102,2015-02-23,Single Vehicle Collision,Side Collision,Minor Damage,Other,SC,Columbus,2862 Tree Ridge,6,1,YES,0,2,?,44900.0,8000,7450,44790,Dodge,RAM,2008,N
133,27,238093,1997-10-30,IL,100/300,1000,1671.8,0.0,503989,MALE,JD,tech-support,cross-fit,not-in-family,56974,12847,2015-02-03,Multi-vehicle Collision,Side Collision,Total Loss,Other,SC,Arlington,1358 Maple St,15,3,YES,1,1,?,42900.0,10030,6140,52400,Audi,A5,2011,N
32,45,276282,1997-11-07,IL,500/1000,500,1385.13,0.0,657170,FEMALE,Associate,armed-forces,yachting,not-in-family,28023,0,2015-01-19,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,WV,Arlington,6603 Francis Hwy,16,2,?,2,2,?,97100.0,9490,26640,55110,Honda,CRV,2001,Y
238,44,191761,2013-01-08,IL,500/1000,1000,1273.38,5000000.0,634371,MALE,High School,priv-house-serv,board-games,other-relative,0,0,2015-02-22,Single Vehicle Collision,Side Collision,Minor Damage,Fire,SC,Hillsdale,8381 Solo Hwy,22,1,NO,3,0,?,62900.0,13300,15800,43480,Volkswagen,Passat,1999,N
121,26,399599,2000-07-05,IL,500/1000,1000,1420.1,0.0,433197,FEMALE,High School,exec-managerial,golf,husband,0,20073,2015-01-15,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,SC,Springfield,3288 Tree Lane,2,1,?,2,0,NO,49880.0,0,10210,48700,Saab,92x,1992,N
91,29,902008,2008-01-07,IN,500/1000,2000,1071.96,7000000.0,383910,FEMALE,PhD,protective-serv,dancing,other-relative,24749,0,2015-02-26,Vehicle Theft,?,Trivial Damage,Police,NY,Arlington,6619 Flute Ave,1,1,?,2,2,YES,5280.0,1600,0,10300,Volkswagen,Passat,1996,N
218,42,407940,1996-04-08,OH,250/500,1000,1479.92,0.0,339929,MALE,Masters,tech-support,paintball,other-relative,112435,0,2015-02-20,Parked Car,?,Trivial Damage,,SC,Northbrook,7928 Maple Ridge,11,1,YES,2,1,YES,11200.0,0,2600,11920,Nissan,Pathfinder,2010,N
305,33,666877,1990-03-28,IL,500/1000,2000,1595.25,0.0,428801,MALE,Masters,sales,exercise,other-relative,34788,0,2015-01-20,Single Vehicle Collision,Front Collision,Minor Damage,Fire,SC,Hillsdale,4214 MLK Ridge,1,1,NO,1,3,?,54000.0,6900,6700,52900,Ford,F150,2007,N
223,51,418347,2012-07-24,IN,100/300,2000,1624.93,0.0,502225,MALE,JD,transport-moving,hiking,own-child,0,29592,2015-02-17,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Riverwood,1580 Maple Lane,1,1,NO,0,2,?,78000.0,14160,9760,41780,Accura,RSX,2001,N
159,43,26945,1994-06-13,IL,500/1000,500,1289.99,0.0,504608,FEMALE,Masters,machine-op-inspct,exercise,own-child,33076,58858,2015-02-24,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,NY,Northbend,5782 Rock Drive,18,4,YES,1,3,NO,42220.0,0,10200,19880,Chevrolet,Malibu,2014,Y
39,26,603930,1992-06-19,IN,500/1000,500,1845.23,4000000.0,729949,FEMALE,High School,armed-forces,yachting,other-relative,3165,0,2015-02-04,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Springfield,6443 Washington Ridge,23,3,?,0,0,NO,93900.0,12800,10400,46500,Dodge,RAM,2015,N
220,33,674141,2005-05-08,OH,100/300,1000,920.76,0.0,585106,FEMALE,High School,farming-fishing,chess,husband,36805,19832,2015-02-14,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,NY,Arlington,4876 Washington Drive,1,2,YES,0,3,?,67400.0,3700,6800,67100,Ford,Escape,2003,Y
149,35,405783,1994-03-12,IN,100/300,1000,1560.76,1000000.0,421860,MALE,College,sales,yachting,own-child,0,3716,2015-01-10,Vehicle Theft,?,Trivial Damage,Police,WV,Springfield,6378 Britain Ave,4,1,YES,0,3,YES,4630.0,4330,0,8200,Volkswagen,Jetta,2008,N
6,27,718577,2001-12-08,OH,250/500,2000,1393.56,1000000.0,383787,MALE,MD,exec-managerial,camping,husband,0,0,2015-02-17,Multi-vehicle Collision,Side Collision,Total Loss,Other,OH,Hillsdale,1643 Washington Hwy,13,4,?,1,0,?,66500.0,5300,3500,35000,Volkswagen,Passat,2011,N
36,33,937648,2008-03-16,IN,250/500,2000,1223.44,1000000.0,456720,MALE,High School,other-service,movies,not-in-family,79789,0,2015-01-05,Parked Car,?,Minor Damage,,NY,Hillsdale,8749 Tree St,21,1,NO,0,0,NO,15000.0,2600,1400,32000,Jeep,Wrangler,2007,N
120,28,702087,1993-01-28,IN,500/1000,1000,1374.72,3000000.0,432916,MALE,JD,farming-fishing,polo,not-in-family,0,15151,2015-02-14,Single Vehicle Collision,Rear Collision,Major Damage,Police,SC,Northbend,4782 Sky Lane,15,1,YES,0,1,YES,85800.0,19700,2800,71200,Suburu,Legacy,2007,Y
64,23,155133,2006-01-01,IN,500/1000,2000,1126.15,0.0,412808,FEMALE,High School,machine-op-inspct,board-games,unmarried,9021,0,2015-02-20,Multi-vehicle Collision,Front Collision,Total Loss,Fire,NY,Arlington,9224 Sky Drive,3,3,?,1,3,NO,60580.0,8090,12900,40350,Honda,CRV,2001,N
236,36,702878,2003-03-16,IN,250/500,2000,1147.17,0.0,329257,MALE,Associate,tech-support,paintball,husband,70587,0,2015-02-16,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,WV,Columbus,1267 Francis Hwy,17,2,YES,1,3,NO,94100.0,6980,7000,54940,Saab,93,2010,N
219,20,713937,1990-02-14,IN,100/300,500,662.86,1000000.0,633771,MALE,PhD,machine-op-inspct,base-jumping,other-relative,0,17011,2015-01-10,Multi-vehicle Collision,Rear Collision,Major Damage,Police,NY,Springfield,6618 Cherokee Drive,17,4,YES,3,1,?,80330.0,13310,8000,57900,Nissan,Maxima,2015,Y
291,45,136105,2006-08-21,IL,250/500,2000,1469.14,0.0,556178,FEMALE,MD,protective-serv,yachting,husband,0,0,2015-02-21,Multi-vehicle Collision,Rear Collision,Total Loss,Other,NY,Arlington,4234 Cherokee Lane,18,4,NO,2,2,?,54780.0,10300,2100,57150,Accura,MDX,2003,N
387,53,47900,2012-11-07,IL,250/500,500,1208.82,0.0,695817,FEMALE,Associate,priv-house-serv,reading,other-relative,0,81843,2015-01-23,Multi-vehicle Collision,Side Collision,Minor Damage,Police,NY,Riverwood,3039 Oak Hwy,16,3,YES,2,1,NO,65200.0,5100,10800,60280,Nissan,Ultima,2001,N
250,50,434556,2013-07-07,OH,500/1000,1000,1344.5,0.0,519907,FEMALE,JD,tech-support,polo,own-child,0,0,2015-01-30,Single Vehicle Collision,Side Collision,Minor Damage,Other,VA,Columbus,5771 Sky Ave,19,1,YES,0,3,NO,68000.0,12100,12700,48700,Volkswagen,Jetta,2006,N
241,42,144281,2009-10-09,IL,250/500,500,1462.11,6000000.0,491438,MALE,JD,transport-moving,camping,wife,0,0,2015-01-24,Parked Car,?,Trivial Damage,Police,NY,Columbus,3094 Best Lane,6,1,?,1,3,NO,28500.0,970,0,5000,Ford,F150,2002,N
45,32,505335,1992-01-05,IN,250/500,500,1638.4,0.0,487921,FEMALE,JD,machine-op-inspct,skydiving,other-relative,0,677,2015-01-01,Multi-vehicle Collision,Rear Collision,Total Loss,Police,WV,Northbend,5333 MLK Lane,9,3,NO,1,0,?,92600.0,14290,12730,20530,Ford,F150,2010,N
57,28,173147,1995-03-14,IN,250/500,1000,966.43,0.0,535577,MALE,JD,handlers-cleaners,polo,unmarried,1551,77109,2015-01-01,Parked Car,?,Trivial Damage,,VA,Hillsdale,4629 Elm Ridge,11,1,YES,2,0,YES,10140.0,600,0,3200,Nissan,Pathfinder,2007,N
241,47,663305,1990-10-19,IN,100/300,500,1684.11,0.0,421761,FEMALE,College,protective-serv,yachting,not-in-family,22588,75652,2015-01-24,Single Vehicle Collision,Rear Collision,Minor Damage,Police,SC,Northbend,7717 Britain Hwy,14,1,YES,0,1,?,45870.0,7600,16770,36910,Saab,92x,2010,N
214,35,558100,2007-12-04,IN,500/1000,2000,1188.73,0.0,577233,FEMALE,PhD,armed-forces,bungie-jumping,not-in-family,66467,0,2015-02-23,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,WV,Columbus,7684 Francis Ridge,8,3,NO,2,0,YES,59200.0,9300,4700,60100,Suburu,Legacy,2010,N
162,39,628083,2002-02-10,OH,250/500,500,1485.52,0.0,617819,MALE,PhD,adm-clerical,sleeping,unmarried,31690,41304,2015-01-27,Parked Car,?,Minor Damage,,NC,Northbend,4431 Rock St,1,1,NO,1,4,YES,35100.0,330,0,5830,Chevrolet,Tahoe,2010,N
257,56,172781,1996-11-30,IN,500/1000,2000,1021.17,0.0,439365,FEMALE,JD,handlers-cleaners,sleeping,own-child,0,0,2015-01-30,Multi-vehicle Collision,Front Collision,Total Loss,Other,VA,Northbend,6357 Texas Lane,12,3,NO,1,2,NO,87980.0,8400,20150,46730,Audi,A3,2008,N
0,30,342208,2007-02-10,IL,250/500,2000,401.7,0.0,589086,MALE,Masters,machine-op-inspct,golf,other-relative,28014,0,2015-01-02,Parked Car,?,Minor Damage,,SC,Hillsdale,6067 Weaver Ridge,14,1,?,0,3,NO,500.0,2900,4010,2500,Mercedes,E400,2008,N
147,46,41087,2009-03-23,OH,100/300,1000,978.08,0.0,463795,MALE,Masters,sales,kayaking,other-relative,3820,20131,2015-01-10,Parked Car,?,Trivial Damage,,NY,Riverwood,8872 Oak Ridge,12,1,?,0,2,YES,17010.0,4490,0,8620,Dodge,RAM,2008,N
250,35,518536,1993-09-20,OH,500/1000,500,1155.79,2000000.0,441070,MALE,Masters,handlers-cleaners,golf,husband,53196,0,2015-02-25,Multi-vehicle Collision,Side Collision,Major Damage,Police,VA,Springfield,7644 Tree Ridge,22,2,?,1,2,YES,113510.0,5900,6700,67500,Audi,A3,2009,N
187,35,345629,2006-06-27,IN,250/500,1000,1132.41,4000000.0,532370,MALE,MD,machine-op-inspct,reading,other-relative,0,11633,2015-01-21,Vehicle Theft,?,Minor Damage,Police,VA,Riverwood,6608 MLK Hwy,12,2,?,1,0,?,5100.0,1700,700,8400,Mercedes,E400,2001,Y
188,36,785983,1995-02-17,IN,100/300,2000,1479.2,8000000.0,420352,FEMALE,JD,exec-managerial,cross-fit,wife,0,0,2015-01-21,Single Vehicle Collision,Side Collision,Total Loss,Other,NC,Columbus,3414 Elm Ave,12,1,YES,1,3,?,110500.0,10200,10100,57200,Suburu,Legacy,2007,Y
350,46,509502,1999-07-05,IL,250/500,1000,961.0,0.0,455850,MALE,PhD,machine-op-inspct,golf,unmarried,62290,13948,2015-03-01,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,NC,Northbend,7236 Apache Lane,2,5,YES,1,2,NO,32200.0,5760,2630,35500,Chevrolet,Tahoe,1997,N
263,60,435504,1991-02-08,IN,100/300,2000,1432.62,0.0,452667,MALE,MD,priv-house-serv,chess,own-child,0,0,2015-01-19,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,WV,Northbend,5667 4th Drive,6,2,?,1,2,?,103800.0,5000,17290,54780,Dodge,RAM,2010,Y
510,56,489744,2002-11-25,IN,500/1000,2000,1020.29,1000000.0,632002,FEMALE,MD,craft-repair,bungie-jumping,unmarried,69576,0,2015-01-21,Multi-vehicle Collision,Rear Collision,Major Damage,Police,NY,Hillsdale,3930 Embaracadero St,6,2,?,3,1,?,65050.0,14250,5900,69800,Jeep,Wrangler,2012,N
64,15,424290,2007-10-25,IN,250/500,500,1070.87,0.0,547330,FEMALE,JD,handlers-cleaners,movies,husband,1946,0,2015-02-13,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,SC,Northbrook,3982 Washington Hwy,10,1,YES,2,3,YES,60600.0,6880,7600,60600,Ford,Escape,2008,Y
21,23,945168,2005-01-30,OH,250/500,500,1432.07,2000000.0,470247,FEMALE,Masters,priv-house-serv,polo,other-relative,12347,0,2015-01-14,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,PA,Northbrook,5855 Apache St,12,1,NO,0,1,?,43750.0,11600,5600,22100,Accura,MDX,2012,N
423,39,431754,2001-05-13,OH,100/300,2000,1468.73,2000000.0,401312,MALE,College,farming-fishing,basketball,wife,25217,0,2015-02-06,Single Vehicle Collision,Front Collision,Major Damage,Fire,NY,Northbend,8983 Francis Ridge,20,1,YES,0,2,YES,59400.0,13490,6060,47400,BMW,X5,2004,Y
16,31,384438,2003-03-09,IL,100/300,1000,1213.72,1000000.0,404354,FEMALE,Masters,protective-serv,camping,unmarried,0,0,2015-01-09,Single Vehicle Collision,Rear Collision,Total Loss,Police,NY,Northbrook,4981 Weaver St,12,2,?,1,0,YES,59550.0,14290,8400,39360,Suburu,Forrestor,2003,Y
305,39,709644,1991-08-21,OH,250/500,2000,1521.44,1000000.0,602512,MALE,MD,priv-house-serv,base-jumping,not-in-family,48671,34258,2015-02-04,Vehicle Theft,?,Minor Damage,Police,WV,Northbrook,2311 4th St,2,2,YES,1,1,?,24470.0,1630,2380,3740,Honda,Civic,2013,N
72,27,597062,2008-01-14,IL,100/300,2000,1167.81,0.0,444436,FEMALE,MD,prof-specialty,paintball,husband,11052,0,2015-02-17,Multi-vehicle Collision,Rear Collision,Major Damage,Police,NC,Arlington,2014 Rock Ave,15,2,YES,0,4,NO,40800.0,9540,12600,39360,Saab,92x,2008,N
14,28,164078,1997-10-30,IL,100/300,1000,1936.67,1000000.0,472416,MALE,JD,tech-support,cross-fit,not-in-family,0,3842,2015-02-03,Multi-vehicle Collision,Side Collision,Total Loss,Other,SC,Arlington,1358 Maple St,13,2,YES,1,1,?,60600.0,10200,7690,19800,Audi,A5,2012,N
210,53,178229,2002-12-21,OH,100/300,1000,1051.69,5000000.0,399047,FEMALE,JD,other-service,chess,own-child,0,0,2015-02-01,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,SC,Columbus,1830 Sky St,4,4,?,0,0,?,108200.0,12600,16290,66300,Chevrolet,Tahoe,2012,Y
54,32,495903,2014-08-27,OH,100/300,500,827.58,0.0,478071,FEMALE,PhD,adm-clerical,yachting,other-relative,0,0,2015-02-01,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,SC,Arlington,4239 Weaver Ave,5,1,NO,1,0,?,17300.0,16800,8700,34900,Dodge,Neon,2012,N
254,44,579812,1990-09-16,OH,100/300,2000,1541.06,0.0,543585,FEMALE,MD,adm-clerical,golf,not-in-family,4944,69744,2015-02-16,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,SC,Arlington,6309 5th Ave,1,2,YES,3,1,YES,89500.0,1200,5600,27460,Honda,CRV,2011,N
